Job ID,Customer,Industry,Shift,Operator ID,Operator Level,Material,Department,Machine,Process Type,Complexity Score,Tool Condition,Rush Order,Machine Downtime,Inspection Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Setup Minutes,Cycle Time Seconds,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Scrap Cost Per Part,Production Cost
JOB_11540,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,6,New,No,No,In_Process,No,None,No,None,Manually Deburred,69,72.3,52,1,1.75,Yes,Scratches,Careless_Deburring,24.0,217.75
JOB_11541,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_001,Junior,6063 Aluminum,Lathe,Small_Wia,Tight_Tolerance,8,New,No,No,In_Process,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,97,80.51,124,4,2.95,Yes,Burrs_In_Part,Careless_Deburring,20.0,517.98
JOB_11542,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_004,Mid,304 Stainless Steel,Mill,YCM_3,Tight_Tolerance,6,New,No,No,In_Process,Yes,Grinding,No,None,Part_Deburred_On_Machine,75,72.95,984,21,2.15,Yes,Burrs_In_Part,Careless_Deburring,24.0,3205.82
JOB_11543,Tesla,Automotive,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Mill,YCM_1,Tight_Tolerance,7,Mid_Life,Yes,Yes,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,72,103.73,1048,39,3.7,No,Burrs_In_Part,Machine_Broke_Down,25.5,4082.01
JOB_11544,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,6063 Aluminum,Mill,Doosan_HC400_II,Standard,3,New,Yes,No,Final_Inspection,Yes,Zinc_Plating,Yes,Dowel_Pins,Manually Deburred,34,51.22,2669,27,1.0,No,Damage_To_Surface,Measurement_Error,12.5,7068.21
JOB_11545,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Mill,YCM_1,High_Precision,10,New,No,No,100%_Inspection,Yes,Chem_Film,Yes,Screw,Manually Deburred,123,102.57,283,6,2.25,No,Material_Cut_Too_Small,Material_Defect,24.0,1430.2
JOB_11546,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,303 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,7,New,No,No,In_Process,Yes,Colored_Hard_Anodize,Yes,Hinge,Part_Deburred_On_Machine,71,89.5,78,1,1.6,No,Material_Cut_Too_Small,Part_Lifted_On_Machine,24.5,391.34
JOB_11547,Tesla,Automotive,First 6:00AM-2:30PM,OP_006,Senior,Steel,Mill,Matsuura_MAM72,High_Precision,10,New,No,No,100%_Inspection,No,None,No,None,Manually Deburred,124,114.57,315,6,2.05,No,Out_Of_Tolerance,Incorrect_Tool_Used,25.0,1408.95
JOB_11548,Medtronic,Medical,First 6:00AM-2:30PM,OP_005,Senior,304 Stainless Steel,Lathe,Big_Wia,Standard,2,Mid_Life,Yes,No,Final_Inspection,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,31,73.58,738,8,1.15,Yes,Missing_Feature,Incorrect_Revision_Level,18.0,1908.65
JOB_11549,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,430 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,6,Mid_Life,Yes,No,100%_Inspection,Yes,Heat_Treatment,Yes,Fasteners,Part_Deburred_On_Machine,71,96.98,658,12,1.75,Yes,Material_Cut_Too_Small,Incorrect_Print,22.0,2368.93
JOB_11550,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,304 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,8,Worn,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,96,94.99,386,16,4.05,No,Incorrect_Hole_Size,Incorrect_Tool_Used,27.0,1413.4
JOB_11551,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,303 Stainless Steel,Mill,NFX400A,Standard,3,New,Yes,No,First_Article,Yes,Beadblast,Yes,Bolts,Part_Deburred_On_Machine,59,39.75,1002,18,1.8,No,Missing_Feature,Careless_Deburring,18.5,2379.27
JOB_11552,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,Steel,Lathe,Big_Wia,High_Precision,9,Mid_Life,No,No,100%_Inspection,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,116,86.88,177,4,2.2,No,Out_Of_Tolerance,Part_Lifted_On_Machine,23.5,714.29
JOB_11553,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,303 Stainless Steel,Mill,YCM_2,Secondary_Operation,4,Worn,Yes,No,100%_Inspection,No,None,Yes,Screw,Manually Deburred,59,92.99,2793,66,2.35,Yes,Dent,Tool_On_Machine_Broke,20.0,9803.32
JOB_11554,Medtronic,Medical,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,5,Mid_Life,No,No,Final_Inspection,Yes,Passivation,Yes,Fasteners,Part_Deburred_On_Machine,52,99.64,320,5,1.6,Yes,Damage_To_Surface,Damaged_When_Shipped_To_Customer,23.5,1329.24
JOB_11555,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,7075 Aluminum,Lathe,Miyano_BND,Standard,2,New,Yes,No,In_Process,No,None,Yes,Dowel_Pins,Manually Deburred,28,37.83,2935,48,1.65,Yes,Scratches,Damaged_When_Shipped_To_Customer,19.0,5030.94
JOB_11556,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,4,Mid_Life,No,No,In_Process,Yes,Gold_Anodize,Yes,Hinge,Manually Deburred,57,66.44,2397,35,1.45,No,Out_Of_Tolerance,Incorrect_Revision_Level,19.0,7036.59
JOB_11557,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_004,Mid,303 Stainless Steel,Lathe,Small_Wia,Standard,4,Worn,No,No,In_Process,Yes,Beadblast,No,None,Manually Deburred,62,96.48,1715,37,2.15,Yes,Missing_Feature,Operator_Mistake,20.0,6128.88
JOB_11558,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,303 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,7,Worn,No,No,Final_Inspection,No,None,No,None,Manually Deburred,81,106.94,422,15,3.5,Yes,Material_Cut_Too_Small,Incorrect_Revision_Level,24.5,1834.35
JOB_11559,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,7,Mid_Life,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,71,84.46,386,8,2.2,Yes,Dent,Improper_Setup,24.5,1207.34
JOB_11560,Tesla,Automotive,First 6:00AM-2:30PM,OP_006,Senior,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,6,New,No,No,In_Process,No,None,Yes,Hinge,Manually Deburred,68,89.17,237,4,1.55,Yes,Burrs_In_Part,Operator_Mistake,18.0,867.7
JOB_11561,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,303 Stainless Steel,Mill,YCM_2,High_Precision,10,Worn,No,No,100%_Inspection,No,None,No,None,Manually Deburred,123,114.52,216,7,3.25,Yes,Out_Of_Tolerance,Programming_Error,29.0,1126.11
JOB_11562,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,9,Worn,No,No,Final_Inspection,No,None,Yes,Screw,Manually Deburred,110,114.12,218,7,3.3,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,28.5,1150.07
JOB_11563,Tesla,Automotive,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,7,New,Yes,No,In_Process,Yes,Heat_Treatment,Yes,Hinge,Part_Deburred_On_Machine,93,92.95,143,4,3.1,Yes,Material_Cut_Too_Small,Measurement_Error,23.5,720.71
JOB_11564,Medtronic,Medical,First 6:00AM-2:30PM,OP_005,Senior,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,8,Mid_Life,No,Yes,100%_Inspection,No,None,Yes,Hinge,Part_Deburred_On_Machine,77,70.16,16,0,2.75,Yes,None,None,27.0,132.41
JOB_11565,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,430 Stainless Steel,Mill,YCM_1,Standard,2,Worn,No,No,100%_Inspection,Yes,Chem_Film,No,None,Manually Deburred,35,63.73,390,4,1.05,Yes,Out_Of_Tolerance,Incorrect_Print,16.0,1145.8
JOB_11566,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,6063 Aluminum,Mill,YCM_2,High_Precision,8,New,No,No,100%_Inspection,No,None,Yes,Dowel_Pins,Manually Deburred,105,114.52,121,2,1.95,No,Burrs_In_Part,Careless_Deburring,20.0,638.47
JOB_11567,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_001,Junior,6061 Aluminum,Mill,YCM_3,High_Precision,8,Mid_Life,No,No,Final_Inspection,No,None,No,None,Manually Deburred,121,95.1,297,10,3.35,Yes,Scratches,Operator_Mistake,21.0,1250.88
JOB_11568,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,3,Mid_Life,No,Yes,Final_Inspection,No,None,Yes,Bolts,Part_Deburred_On_Machine,34,67.93,1147,15,1.3,Yes,Incorrect_Depth,Machine_Broke_Down,17.5,2716.54
JOB_11569,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,303 Stainless Steel,Mill,NFX400A,Standard,4,Worn,No,No,First_Article,No,None,Yes,Hinge,Part_Deburred_On_Machine,45,90.68,2223,32,1.45,Yes,Missing_Feature,Careless_Deburring,20.0,6697.67
JOB_11570,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,6,Mid_Life,Yes,No,In_Process,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,74,88.63,746,23,3.15,Yes,Scratches,Careless_Deburring,22.0,2596.16
JOB_11571,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_003,Mid,7075 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,8,Mid_Life,No,No,In_Process,Yes,Chem_Film,No,None,Manually Deburred,83,105.73,350,10,2.95,No,Incorrect_Engraving,Machine_Broke_Down,28.0,1545.51
JOB_11572,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,6061 Aluminum,Mill,YCM_1,Surface_Finish_Critical,6,Mid_Life,Yes,No,100%_Inspection,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,81,95.55,706,20,2.85,No,Out_Of_Tolerance,Operator_Mistake,18.0,2762.6
JOB_11573,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_003,Mid,430 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,5,Mid_Life,No,No,Final_Inspection,No,None,No,None,Manually Deburred,65,79.98,507,11,2.1,Yes,Out_Of_Tolerance,Material_Defect,20.5,1390.72
JOB_11574,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_003,Mid,Steel,Lathe,Small_Wia,Standard,2,Mid_Life,No,No,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,36,68.6,1940,13,0.65,Yes,Scratches,Damaged_When_Shipped_To_Customer,13.0,3368.42
JOB_11575,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,6063 Aluminum,Mill,YCM_2,Standard,2,Worn,Yes,No,In_Process,No,None,Yes,Fasteners,Part_Deburred_On_Machine,52,41.11,1408,37,2.65,Yes,Scratches,Operator_Mistake,11.0,2439.2
JOB_11576,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,303 Stainless Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,6,Mid_Life,No,No,Final_Inspection,No,None,Yes,Fasteners,Part_Deburred_On_Machine,76,87.77,560,14,2.45,Yes,Dent,Damaged_When_Shipped_To_Customer,23.0,1907.38
JOB_11577,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_003,Mid,304 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,6,Mid_Life,No,Yes,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,77,98.89,748,21,2.85,No,Incorrect_Depth,Operator_Mistake,24.0,2325.24
JOB_11578,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,Steel,Mill,NFX400A,Standard,4,Worn,No,No,In_Process,No,None,No,None,Manually Deburred,47,46.45,1221,26,2.15,No,Out_Of_Tolerance,Machine_Broke_Down,16.0,2414.42
JOB_11579,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,303 Stainless Steel,Lathe,Samsung_SL15E,Standard,2,New,No,Yes,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,41,59.33,1672,14,0.85,Yes,Incorrect_Depth,Loaded_Part_On_Wrong_Size,17.0,2664.31
JOB_11580,Tesla,Automotive,First 6:00AM-2:30PM,OP_006,Senior,6063 Aluminum,Mill,YCM_1,High_Precision,9,Mid_Life,No,No,Final_Inspection,No,None,No,None,Manually Deburred,111,130.38,304,8,2.6,Yes,Thread_Defect,Programming_Error,21.5,1500.09
JOB_11581,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_003,Mid,7075 Aluminum,Lathe,Small_Wia,Standard,4,Worn,No,Yes,In_Process,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,52,72.33,1315,39,2.95,No,Missing_Feature,Careless_Deburring,22.0,3961.48
JOB_11582,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_004,Mid,7075 Aluminum,Lathe,Small_Wia,Standard,3,Mid_Life,No,No,First_Article,No,None,Yes,Hinge,Part_Deburred_On_Machine,54,58.71,2051,27,1.3,No,Incorrect_Hole_Size,Incorrect_Tool_Used,20.5,3916.67
JOB_11583,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_001,Junior,7075 Aluminum,Mill,NFX400A,High_Precision,9,New,Yes,No,In_Process,No,None,No,None,Manually Deburred,119,95.89,123,5,4.1,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,29.5,690.21
JOB_11584,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,6,Worn,No,No,First_Article,No,None,Yes,Bolts,Manually Deburred,72,59.97,75,2,2.85,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,24.0,285.2
JOB_11585,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_006,Senior,303 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,6,Mid_Life,No,No,Final_Inspection,No,None,Yes,Bolts,Part_Deburred_On_Machine,67,70.04,1092,17,1.55,Yes,Incorrect_Engraving,Tool_On_Machine_Broke,23.0,2507.57
JOB_11586,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,Steel,Mill,YCM_3,High_Precision,9,Worn,No,No,In_Process,Yes,Grinding,No,None,Manually Deburred,128,79.29,249,11,4.3,Yes,Material_Cut_Too_Small,Incorrect_Revision_Level,23.5,1218.72
JOB_11587,Medtronic,Medical,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,7,Worn,No,No,Final_Inspection,Yes,Chem_Film,No,None,Manually Deburred,82,87.93,319,11,3.6,No,Incorrect_Hole_Size,Operator_Mistake,23.5,1294.21
JOB_11588,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_006,Senior,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,7,Worn,No,No,Final_Inspection,Yes,Nickel_Plating,Yes,Fasteners,Manually Deburred,79,93.83,1002,27,2.7,Yes,Out_Of_Tolerance,Damaged_When_Shipped_To_Customer,18.5,3846.41
JOB_11589,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_006,Senior,7075 Aluminum,Mill,Matsuura_MAM72,Standard,4,New,Yes,No,First_Article,Yes,Clear_Hard_Anodize,Yes,Dowel_Pins,Part_Deburred_On_Machine,43,58.93,2560,32,1.25,No,Scratches,Operator_Mistake,22.0,7057.13
JOB_11590,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,7075 Aluminum,Mill,NFX400A,Tight_Tolerance,8,New,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,88,120.5,206,4,1.85,No,Damage_To_Surface,Measurement_Error,28.0,926.98
JOB_11591,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,303 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,5,Mid_Life,No,No,In_Process,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,64,86.51,658,10,1.5,No,Dent,Loaded_Part_On_Wrong_Size,21.5,2025.9
JOB_11592,Tesla,Automotive,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,4,Worn,Yes,No,Final_Inspection,No,None,No,None,Manually Deburred,75,83.72,1810,66,3.65,Yes,Thread_Defect,Programming_Error,21.0,5486.9
JOB_11593,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,6063 Aluminum,Lathe,Big_Wia,Standard,4,Worn,No,No,100%_Inspection,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,42,86.48,542,6,1.15,Yes,Thread_Defect,Programming_Error,14.0,1561.0
JOB_11594,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_003,Mid,6061 Aluminum,Mill,YCM_2,Standard,2,New,No,No,First_Article,No,None,No,None,Manually Deburred,35,56.03,2633,22,0.85,No,Burrs_In_Part,Incorrect_Tool_Used,12.0,5134.04
JOB_11595,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Small_Wia,High_Precision,9,Mid_Life,No,No,Final_Inspection,No,None,Yes,Screw,Manually Deburred,112,108.69,65,2,3.6,Yes,Incorrect_Engraving,Careless_Deburring,28.5,399.08
JOB_11596,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_001,Junior,7075 Aluminum,Mill,YCM_3,Surface_Finish_Critical,7,Mid_Life,Yes,No,Final_Inspection,No,None,Yes,Hinge,Manually Deburred,85,78.03,355,13,3.6,No,Scratches,Careless_Deburring,26.5,1405.32
JOB_11597,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_004,Mid,7075 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,7,New,No,No,In_Process,Yes,Clear_Hard_Anodize,Yes,Fasteners,Manually Deburred,79,79.82,457,11,2.5,No,Dent,Machine_Broke_Down,26.5,1904.74
JOB_11598,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_004,Mid,6063 Aluminum,Mill,NFX400A,High_Precision,9,Mid_Life,Yes,Yes,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,119,113.42,140,6,4.1,Yes,Material_Cut_Too_Small,Careless_Deburring,21.5,750.44
JOB_11599,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,7,New,No,No,In_Process,Yes,Heat_Treatment,Yes,Dowel_Pins,Manually Deburred,73,111.01,672,12,1.8,No,Burrs_In_Part,Tool_On_Machine_Broke,24.5,2821.88
JOB_11600,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Lathe,Miyano_BND,Standard,2,Worn,No,No,In_Process,No,None,No,None,Manually Deburred,26,44.53,360,6,1.55,No,Incorrect_Engraving,Loaded_Part_On_Wrong_Size,19.0,630.91
JOB_11601,Medtronic,Medical,First 6:00AM-2:30PM,OP_004,Mid,6061 Aluminum,Lathe,Miyano_BND,Secondary_Operation,5,Mid_Life,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,82,76.06,89,2,1.8,Yes,Thread_Defect,Measurement_Error,16.5,301.66
JOB_11602,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,6063 Aluminum,Mill,YCM_1,Surface_Finish_Critical,7,Worn,Yes,No,First_Article,Yes,Electroless_Nickel_Plating,Yes,Screw,Manually Deburred,68,106.8,488,16,3.3,No,Burrs_In_Part,Operator_Mistake,18.5,2340.21
JOB_11603,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,6061 Aluminum,Mill,Matsuura_MAM72,Standard,3,Mid_Life,No,No,Final_Inspection,No,None,Yes,Dowel_Pins,Manually Deburred,53,45.15,1321,16,1.2,Yes,Burrs_In_Part,Careless_Deburring,13.5,2600.38
JOB_11604,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_005,Senior,303 Stainless Steel,Mill,YCM_2,High_Precision,9,Mid_Life,No,No,First_Article,No,None,No,None,Part_Deburred_On_Machine,109,73.87,51,1,2.5,No,Incorrect_Depth,Measurement_Error,27.5,304.6
JOB_11605,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,430 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,6,Mid_Life,No,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,67,101.83,505,8,1.65,No,Dent,Improper_Setup,22.0,1458.59
JOB_11606,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_002,Junior,430 Stainless Steel,Mill,NFX400A,Secondary_Operation,5,Mid_Life,No,No,100%_Inspection,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,84,89.12,1097,21,1.9,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,20.5,3911.3
JOB_11607,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,303 Stainless Steel,Mill,Doosan_HC400_II,Standard,2,New,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,30,73.48,1172,1,0.1,No,Material_Cut_Too_Small,Measurement_Error,17.0,2454.27
JOB_11608,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Lathe,Miyano_BND,Standard,3,New,No,No,In_Process,Yes,Zinc_Plating,Yes,Screw,Part_Deburred_On_Machine,41,69.17,562,3,0.5,No,Incorrect_Engraving,Operator_Mistake,19.5,1482.82
JOB_11609,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,6061 Aluminum,Mill,YCM_1,High_Precision,10,Mid_Life,No,No,First_Article,Yes,Beadblast,No,None,Manually Deburred,136,101.7,91,3,3.75,No,Burrs_In_Part,Operator_Mistake,24.0,618.0
JOB_11610,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_004,Mid,303 Stainless Steel,Mill,YCM_2,Tight_Tolerance,8,Mid_Life,No,Yes,First_Article,Yes,Beadblast,No,None,Manually Deburred,92,89.76,350,12,3.55,Yes,Burrs_In_Part,Incorrect_Tool_Used,26.0,1619.2
JOB_11611,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,Steel,Mill,Matsuura_MAM72,Secondary_Operation,6,New,No,No,In_Process,No,None,No,None,Manually Deburred,93,75.35,134,3,2.25,Yes,Damage_To_Surface,Machine_Broke_Down,19.0,517.6
JOB_11612,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,304 Stainless Steel,Mill,YCM_3,High_Precision,8,New,No,No,Final_Inspection,Yes,Grinding,No,None,Part_Deburred_On_Machine,96,101.96,313,7,2.15,Yes,Scratches,Operator_Mistake,27.0,1402.26
JOB_11613,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,304 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,7,New,No,No,Final_Inspection,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,80,102.4,1044,22,2.1,Yes,Thread_Defect,Tool_On_Machine_Broke,25.5,4239.59
JOB_11614,Tesla,Automotive,First 6:00AM-2:30PM,OP_001,Junior,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,8,Mid_Life,No,No,100%_Inspection,No,None,Yes,Fasteners,Part_Deburred_On_Machine,99,129.79,314,9,2.85,Yes,Burrs_In_Part,Tool_On_Machine_Broke,27.0,1374.85
JOB_11615,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,Steel,Mill,YCM_1,High_Precision,9,New,No,No,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,110,114.54,309,7,2.4,Yes,Out_Of_Tolerance,Careless_Deburring,23.5,1303.54
JOB_11616,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,6063 Aluminum,Mill,YCM_2,Surface_Finish_Critical,7,Mid_Life,No,No,100%_Inspection,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,71,82.26,225,5,2.2,No,Material_Cut_Too_Small,Material_Defect,18.5,907.09
JOB_11617,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,Steel,Lathe,Big_Wia,Standard,4,Mid_Life,No,No,Final_Inspection,Yes,Grinding,Yes,Fasteners,Manually Deburred,62,64.75,360,5,1.35,Yes,Burrs_In_Part,Incorrect_Tool_Used,16.0,1094.67
JOB_11618,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,6,New,No,No,In_Process,Yes,Chem_Film,No,None,Manually Deburred,98,58.42,866,19,2.25,No,Dent,Tool_On_Machine_Broke,22.0,2495.63
JOB_11619,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,Steel,Mill,Matsuura_MAM72,Standard,4,Mid_Life,No,No,First_Article,No,None,Yes,Bolts,Part_Deburred_On_Machine,72,54.83,2929,48,1.65,No,Scratches,Damaged_When_Shipped_To_Customer,16.0,5998.68
JOB_11620,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Lathe,Samsung_SL15E,Standard,4,Mid_Life,No,No,Final_Inspection,No,None,No,None,Manually Deburred,49,52.33,2456,21,0.85,Yes,Burrs_In_Part,Operator_Mistake,15.0,4095.99
JOB_11621,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,304 Stainless Steel,Mill,YCM_1,Standard,3,Mid_Life,No,No,Final_Inspection,No,None,Yes,Fasteners,Part_Deburred_On_Machine,50,56.45,1143,18,1.6,Yes,Dent,Machine_Broke_Down,19.5,2475.74
JOB_11622,Tesla,Automotive,First 6:00AM-2:30PM,OP_002,Junior,430 Stainless Steel,Mill,YCM_3,Secondary_Operation,4,Mid_Life,No,No,First_Article,Yes,Grinding,No,None,Part_Deburred_On_Machine,85,61.18,988,20,2.05,Yes,Incorrect_Hole_Size,Improper_Setup,19.0,2801.28
JOB_11623,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_002,Junior,6061 Aluminum,Lathe,Miyano_BND,Standard,2,New,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,50,68.82,1301,15,1.15,Yes,Material_Cut_Too_Small,Machine_Broke_Down,12.0,2951.88
